 0.00000000e+00 0.00000000e+00
 1.00000000e+00 8.45115228e-01
 1.08839840e+00 9.27771579e-01
 1.18461108e+00 9.96384450e-01
 1.28932880e+00 1.05467160e+00
 1.40330341e+00 1.10500882e+00
 1.52735318e+00 1.14901651e+00
 1.66236876e+00 1.18785383e+00
 1.80931950e+00 1.22238134e+00
 1.96926045e+00 1.25325733e+00
 2.14333993e+00 1.28099814e+00
 2.33280775e+00 1.30601739e+00
 2.53902423e+00 1.32865253e+00
 2.76346991e+00 1.34918328e+00
 3.00775623e+00 1.36784472e+00
 3.27363707e+00 1.38483679e+00
 3.56302135e+00 1.40033137e+00
 3.87798674e+00 1.41447761e+00
 4.22079456e+00 1.42740593e+00
 4.59390605e+00 1.43923121e+00
 5.00000000e+00 1.45005525e+00
 6.00000000e+00 1.47036880e+00
 7.55555556e+00 1.49117102e+00
 9.11111111e+00 1.50482106e+00
 1.06666667e+01 1.51447060e+00
 1.22222222e+01 1.52165511e+00
 1.37777778e+01 1.52721283e+00
 1.53333333e+01 1.53164043e+00
 1.68888889e+01 1.53525096e+00
 1.84444444e+01 1.53825158e+00
 2.00000000e+01 1.54078486e+00
