 0.00000000e+00 0.00000000e+00
 1.00000000e+00 9.80170017e-01
 1.08839840e+00 1.03026062e+00
 1.18461108e+00 1.07575895e+00
 1.28932880e+00 1.11717474e+00
 1.40330341e+00 1.15493772e+00
 1.52735318e+00 1.18941619e+00
 1.66236876e+00 1.22092980e+00
 1.80931950e+00 1.24975881e+00
 1.96926045e+00 1.27615091e+00
 2.14333993e+00 1.30032642e+00
 2.33280775e+00 1.32248239e+00
 2.53902423e+00 1.34279581e+00
 2.76346991e+00 1.36142626e+00
 3.00775623e+00 1.37851801e+00
 3.27363707e+00 1.39420189e+00
 3.56302135e+00 1.40859672e+00
 3.87798674e+00 1.42181066e+00
 4.22079456e+00 1.43394229e+00
 4.59390605e+00 1.44508157e+00
 5.00000000e+00 1.45531069e+00
 6.00000000e+00 1.47458407e+00
 7.55555556e+00 1.49440963e+00
 9.11111111e+00 1.50745884e+00
 1.06666667e+01 1.51669941e+00
 1.22222222e+01 1.52358663e+00
 1.37777778e+01 1.52891806e+00
 1.53333333e+01 1.53316741e+00
 1.68888889e+01 1.53663379e+00
 1.84444444e+01 1.53951536e+00
 2.00000000e+01 1.54194860e+00
