 0.00000000e+00 0.00000000e+00
 1.00000000e+00 6.79599790e-01
 1.08839840e+00 7.65273574e-01
 1.18461108e+00 8.39977978e-01
 1.28932880e+00 9.05996831e-01
 1.40330341e+00 9.64863345e-01
 1.52735318e+00 1.01768608e+00
 1.66236876e+00 1.06530867e+00
 1.80931950e+00 1.10839734e+00
 1.96926045e+00 1.14749314e+00
 2.14333993e+00 1.18304507e+00
 2.33280775e+00 1.21543222e+00
 2.53902423e+00 1.24497914e+00
 2.76346991e+00 1.27196688e+00
 3.00775623e+00 1.29664117e+00
 3.27363707e+00 1.31921848e+00
 3.56302135e+00 1.33989084e+00
 3.87798674e+00 1.35882948e+00
 4.22079456e+00 1.37618785e+00
 4.59390605e+00 1.39210397e+00
 5.00000000e+00 1.40670239e+00
 6.00000000e+00 1.43416851e+00
 7.55555556e+00 1.46237552e+00
 9.11111111e+00 1.48092066e+00
 1.06666667e+01 1.49404493e+00
 1.22222222e+01 1.50382305e+00
 1.37777778e+01 1.51139044e+00
 1.53333333e+01 1.51742089e+00
 1.68888889e+01 1.52233956e+00
 1.84444444e+01 1.52642802e+00
 2.00000000e+01 1.52988014e+00
