 0.00000000e+00 0.00000000e+00
 1.00000000e+00 1.16550058e+00
 1.08839840e+00 1.20325555e+00
 1.18461108e+00 1.23671177e+00
 1.28932880e+00 1.26655166e+00
 1.40330341e+00 1.29330486e+00
 1.52735318e+00 1.31739173e+00
 1.66236876e+00 1.33915249e+00
 1.80931950e+00 1.35886711e+00
 1.96926045e+00 1.37676942e+00
 2.14333993e+00 1.39305720e+00
 2.33280775e+00 1.40789966e+00
 2.53902423e+00 1.42144298e+00
 2.76346991e+00 1.43381453e+00
 3.00775623e+00 1.44512614e+00
 3.27363707e+00 1.45547662e+00
 3.56302135e+00 1.46495377e+00
 3.87798674e+00 1.47363602e+00
 4.22079456e+00 1.48159366e+00
 4.59390605e+00 1.48888997e+00
 5.00000000e+00 1.49558208e+00
 6.00000000e+00 1.50817252e+00
 7.55555556e+00 1.52110205e+00
 9.11111111e+00 1.52960250e+00
 1.06666667e+01 1.53561809e+00
 1.22222222e+01 1.54009990e+00
 1.37777778e+01 1.54356839e+00
 1.53333333e+01 1.54633241e+00
 1.68888889e+01 1.54858684e+00
 1.84444444e+01 1.55046075e+00
 2.00000000e+01 1.55204299e+00
