 0.00000000e+00 0.00000000e+00
 1.42857143e-01 2.16707469e-01
 2.85714286e-01 4.33394609e-01
 4.28571429e-01 6.37917008e-01
 5.71428571e-01 8.18130256e-01
 7.14285714e-01 9.61889943e-01
 8.57142857e-01 1.05705166e+00
 1.00000000e+00 1.09147098e+00
 1.14285714e+00 1.09034019e+00
 1.28571429e+00 1.08698121e+00
 1.42857143e+00 1.08144417e+00
 1.57142857e+00 1.07377919e+00
 1.71428571e+00 1.06403640e+00
 1.85714286e+00 1.05226592e+00
 2.00000000e+00 1.03851788e+00
 2.14285714e+00 1.02284239e+00
 2.28571429e+00 1.00528958e+00
 2.42857143e+00 9.85909566e-01
 2.57142857e+00 9.64752482e-01
 2.71428571e+00 9.41868445e-01
 2.85714286e+00 9.17307580e-01
 3.00000000e+00 8.91120008e-01
 3.14285714e+00 8.35404118e-01
 3.28571429e+00 7.35133984e-01
 3.42857143e+00 6.09673259e-01
 3.57142857e+00 4.78385596e-01
 3.71428571e+00 3.60634647e-01
 3.85714286e+00 2.75784066e-01
 4.00000000e+00 2.43197505e-01
 4.14285714e+00 2.44394788e-01
 4.28571429e+00 2.47839852e-01
 4.42857143e+00 2.53312522e-01
 4.57142857e+00 2.60592620e-01
 4.71428571e+00 2.69459971e-01
 4.85714286e+00 2.79694398e-01
 5.00000000e+00 2.91075725e-01
 5.14285714e+00 3.15759743e-01
 5.28571429e+00 3.65170307e-01
 5.42857143e+00 4.37989337e-01
 5.57142857e+00 5.32898754e-01
 5.71428571e+00 6.48580477e-01
 5.85714286e+00 7.83716427e-01
 6.00000000e+00 9.36988524e-01
 6.14285714e+00 1.10707869e+00
 6.28571429e+00 1.29266884e+00
 6.42857143e+00 1.49244089e+00
 6.57142857e+00 1.70507678e+00
 6.71428571e+00 1.92925841e+00
 6.85714286e+00 2.16366771e+00
 7.00000000e+00 2.40698660e+00
